Scheme_Code	Scheme_Name	Asset_Value	NAV	Date
143704	Nippon India Nivesh Lakshya Fund- Direct Plan- Growth Option	18345.70	18.3457	17-Jun-2025
143702	Nippon India Nivesh Lakshya Fund- Growth Option	17946.70	17.9467	17-Jun-2025
151214	SBI Long Duration Fund - Direct Plan - Growth	12450.90	12.4509	17-Jun-2025
151215	SBI Long Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12451.30	12.4513	17-Jun-2025
151212	SBI Long Duration Fund - Regular Plan - Growth	12317.50	12.3175	17-Jun-2025
151213	SBI Long Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12317.80	12.3178	17-Jun-2025
151525	UTI Long Duration Fund - Direct Plan - Annual IDCW Option	11178.60	11.1786	17-Jun-2025
151526	UTI Long Duration Fund - Direct Plan - Flexi IDCW Option	11971.50	11.9715	17-Jun-2025
151523	UTI Long Duration Fund - Direct Plan - Growth Option	12125.00	12.125	17-Jun-2025
151530	UTI Long Duration Fund - Direct Plan - Half Yearly IDCW Option	12125.00	12.125	17-Jun-2025
151524	UTI Long duration Fund - Direct Plan - Quarterly IDCW Option	12125.00	12.125	17-Jun-2025
151531	UTI Long Duration Fund - Regular Plan - Annual IDCW Option	10930.20	10.9302	17-Jun-2025
151532	UTI Long Duration Fund - Regular Plan - Flexi IDCW Option	11870.20	11.8702	17-Jun-2025
151527	UTI Long Duration Fund - Regular Plan - Growth Option	11869.90	11.8699	17-Jun-2025
151529	UTI Long Duration Fund - Regular Plan - Half Yearly IDCW Option	11870.00	11.87	17-Jun-2025
151528	UTI Long Duration Fund - Regular Plan - Quarterly IDCW Option	11870.00	11.87	17-Jun-2025
119523	Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan	726743.60	726.7436	17-Jun-2025
103192	Aditya Birla Sun Life Low Duration Fund - Growth Plan	656254.90	656.2549	17-Jun-2025
103195	Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth	460145.00	460.145	17-Jun-2025
119524	Aditya Birla Sun Life Low Duration Fund -Direct - daily IDCW	100976.30	100.9763	17-Jun-2025
119522	Aditya Birla Sun Life Low Duration Fund -Direct - weekly IDCW	101025.10	101.0251	17-Jun-2025
103191	Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW	100968.20	100.9682	17-Jun-2025
103194	Aditya Birla Sun Life Low Duration Fund -Institutional - weekly  IDCW	99905.40	99.9054	30-Apr-2020
113307	Aditya Birla Sun Life Low Duration Fund -Regular - DAILY IDCW	100966.60	100.9666	17-Jun-2025
103193	Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW	101010.10	101.0101	17-Jun-2025
128961	Axis Treasury Advantage Fund - Direct Plan - Bonus Option	1847593.10	1847.5931	10-Apr-2017
120515	Axis Treasury Advantage Fund - Direct Plan - Daily IDCW	1012192.90	1012.1929	17-Jun-2025
120513	Axis Treasury Advantage Fund - Direct Plan - Growth Option	3242428.60	3242.4286	17-Jun-2025
120516	Axis Treasury Advantage Fund - Direct Plan - Monthly IDCW	1014159.80	1014.1598	17-Jun-2025
120514	Axis Treasury Advantage Fund - Direct Plan - Weekly IDCW	1011354.00	1011.3540	17-Jun-2025
112215	Axis Treasury Advantage Fund - Regular Plan - Daily IDCW	1012896.20	1012.8962	17-Jun-2025
112214	Axis Treasury Advantage Fund - Regular Plan - Growth Option	3093358.50	3093.3585	17-Jun-2025
112217	Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW	1013962.40	1013.9624	17-Jun-2025
112216	Axis Treasury Advantage Fund - Regular Plan - Weekly IDCW	1011282.20	1011.2822	17-Jun-2025
112720	Axis Treasury Advantage Fund - Retail Plan - Daily IDCW	1012121.80	1012.1218	17-Jun-2025
112717	Axis Treasury Advantage Fund - Retail Plan - Growth Option	2900197.20	2900.1972	17-Jun-2025
112718	Axis Treasury Advantage Fund - Retail Plan - Monthly IDCW	1013969.10	1013.9691	17-Jun-2025
112719	Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW	1011282.90	1011.2829	17-Jun-2025
108633	BANDHAN Low Duration Fund - Regular Plan - Daily IDCW	10101.20	10.1012	17-Jun-2025
108632	BANDHAN Low Duration Fund - Regular Plan - Growth	38576.50	38.5765	17-Jun-2025
108635	BANDHAN Low Duration Fund - Regular Plan - Monthly IDCW	10138.10	10.1381	17-Jun-2025
116020	BANDHAN Low Duration Fund - Regular Plan - Periodic IDCW	12808.90	12.8089	17-Jun-2025
116413	BANDHAN Low Duration Fund - Regular Plan - Quarterly IDCW	11285.10	11.2851	17-Jun-2025
108634	BANDHAN Low Duration Fund - Regular Plan - Weekly IDCW	10110.70	10.1107	17-Jun-2025
118368	BANDHAN Low Duration Fund-Direct Plan-Daily IDCW	10111.10	10.1111	17-Jun-2025
118371	BANDHAN Low Duration Fund-Direct Plan-Growth	39513.80	39.5138	17-Jun-2025
118372	BANDHAN Low Duration Fund-Direct Plan-Monthly IDCW	10152.90	10.1529	17-Jun-2025
118370	BANDHAN Low Duration Fund-Direct Plan-Periodic IDCW	12944.30	12.9443	17-Jun-2025
118369	BANDHAN Low Duration Fund-Direct Plan-Quarterly IDCW	11225.50	11.2255	17-Jun-2025
118373	BANDHAN Low Duration Fund-Direct Plan-Weekly IDCW	10099.70	10.0997	17-Jun-2025
150168	BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Daily IDCW Option	10155.70	10.1557	17-Jun-2025
150169	BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Growth Option	43853.20	43.8532	17-Jun-2025
150170	BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Monthly IDCW Option	10454.60	10.4546	17-Jun-2025
150171	BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Weekly IDCW Option	10062.20	10.0622	17-Jun-2025
150164	BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - DAILY IDCW OPTION	10062.10	10.0621	17-Jun-2025
150165	BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - GROWTH OPTION	40063.60	40.0636	17-Jun-2025
150167	BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - MONTHLY IDCW OPTION	10396.80	10.3968	17-Jun-2025
150166	BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - WEEKLY IDCW OPTION	10062.20	10.0622	17-Jun-2025
150163	BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan- Daily IDCW Option	10062.10	10.0621	17-Jun-2025
150160	BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Growth Option	40133.20	40.1332	17-Jun-2025
150162	BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Monthly IDCW Option	10612.70	10.6127	17-Jun-2025
150161	BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Weekly IDCW Option	10062.20	10.0622	17-Jun-2025
118293	CANARA ROBECO SAVINGS FUND - DIRECT PLAN - DAILY IDCW (Reinvestment)	10257.80	10.2578	17-Jun-2025
118291	CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION	43303.30	43.3033	17-Jun-2025
118292	CANARA ROBECO SAVINGS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	38690.00	38.6900	17-Jun-2025
118295	CANARA ROBECO SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	10303.40	10.3034	17-Jun-2025
118294	CANARA ROBECO SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment)	10265.10	10.2651	17-Jun-2025
104559	CANARA ROBECO SAVINGS FUND - REGULAR PLAN - DAILY IDCW (Reinvestment)	10257.20	10.2572	17-Jun-2025
102913	CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION	42143.10	42.1431	17-Jun-2025
102914	CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	37751.40	37.7514	17-Jun-2025
113144	CANARA ROBECO SAVINGS FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	10301.90	10.3019	17-Jun-2025
102915	CANARA ROBECO SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment)	10264.70	10.2647	17-Jun-2025
133925	DSP Low Duration Fund - Direct Plan - Growth	20476.70	20.4767	17-Jun-2025
133922	DSP Low Duration Fund - Direct Plan - IDCW - Daily	10125.60	10.1256	17-Jun-2025
133928	DSP Low Duration Fund - Direct Plan - IDCW - Monthly	11811.20	11.8112	17-Jun-2025
133924	DSP Low Duration Fund - Direct Plan - IDCW - Quarterly	11005.90	11.0059	17-Jun-2025
133923	DSP Low Duration Fund - Direct Plan - IDCW - Weekly	10134.80	10.1348	17-Jun-2025
133926	DSP Low Duration Fund - Regular Plan - Growth	19831.00	19.831	17-Jun-2025
133919	DSP Low Duration Fund - Regular Plan - IDCW - Daily	10179.50	10.1795	17-Jun-2025
133920	DSP Low Duration Fund - Regular Plan - IDCW - Monthly	10662.40	10.6624	17-Jun-2025
133921	DSP Low Duration Fund - Regular Plan - IDCW - Quarterly	10967.50	10.9675	17-Jun-2025
133927	DSP Low Duration Fund - Regular Plan - IDCW - Weekly	10134.30	10.1343	17-Jun-2025
153416	Edelweiss Low Duration Fund - Direct Plan Growth	1024663.80	1024.6638	17-Jun-2025
153418	Edelweiss Low Duration Fund - Direct Plan IDCW Payout	1024664.00	1024.664	17-Jun-2025
153419	Edelweiss Low Duration Fund - Regular Plan Growth	1022517.80	1022.5178	17-Jun-2025
153417	Edelweiss Low Duration Fund - Regular Plan IDCW Payout	1022517.80	1022.5178	17-Jun-2025
153368	Franklin India Low Duration Fund-Direct-Growth	10297.70	10.2977	17-Jun-2025
153369	Franklin India Low Duration Fund-Direct-IDCW	10297.70	10.2977	17-Jun-2025
153371	Franklin India Low Duration Fund-Growth	10279.40	10.2794	17-Jun-2025
153370	Franklin India Low Duration Fund-IDCW	10279.40	10.2794	17-Jun-2025
118530	Franklin India Low Duration Fund - Direct - Growth	28685.80	28.6858	07-Aug-2022
118528	Franklin India Low Duration Fund - Direct - Monthly - IDCW	13331.70	13.3317	07-Aug-2022
118529	Franklin India Low Duration Fund - Direct - Quarterly - IDCW	13100.90	13.1009	07-Aug-2022
113135	Franklin India Low Duration Fund - Growth Plan	32607.10	32.6071	07-Aug-2022
100503	Franklin India Low Duration Fund - Monthly - IDCW	15035.10	15.0351	07-Aug-2022
100504	Franklin India Low Duration Fund - Quarterly - IDCW	14766.70	14.7667	07-Aug-2022
147993	Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Plan	0.00	0.0000	20-Jul-2020
147989	Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.00	0.0000	20-Jul-2020
147991	Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Monthly Dividend Plan	0.00	0.0000	20-Jul-2020
147994	Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.00	0.0000	20-Jul-2020
147990	Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Plan	0.00	0.0000	20-Jul-2020
147992	Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Plan	0.00	0.0000	20-Jul-2020
147995	Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW	0.00	0.0000	11-Sep-2023
147997	Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Quarterly - IDCW	0.00	0.0000	11-Sep-2023
147999	Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct- Growth Plan	0.00	0.0000	11-Sep-2023
148000	Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	0.00	0.0000	11-Sep-2023
147996	Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Monthly - IDCW	0.00	0.0000	11-Sep-2023
147998	Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Quarterly - IDCW	0.00	0.0000	11-Sep-2023
105548	HDFC Low Duration  Fund - Daily IDCW	10138.10	10.1381	17-Jun-2025
118945	HDFC Low Duration  Fund - Direct Plan - Daily IDCW	10062.10	10.0621	17-Jun-2025
118942	HDFC Low Duration  Fund - Direct Plan - Growth	62597.60	62.5976	17-Jun-2025
118943	HDFC Low Duration  Fund - Direct Plan - Monthly IDCW	10186.60	10.1866	17-Jun-2025
118944	HDFC Low Duration  Fund - Direct Plan - Weekly IDCW	10076.50	10.0765	17-Jun-2025
102452	HDFC Low Duration  Fund - Growth	57731.60	57.7316	17-Jun-2025
105543	HDFC Low Duration  Fund - Monthly IDCW	10180.40	10.1804	17-Jun-2025
102453	HDFC Low Duration  Fund - Weekly IDCW	10119.30	10.1193	17-Jun-2025
105547	HDFC Low Duration Fund- Wholesale Daily Dividend	10157.40	10.1574	10-May-2019
105546	HDFC Low Duration Fund- Wholesale Monthly Dividend	10185.60	10.1856	10-May-2019
105545	HDFC Low Duration Fund- Wholesale Weekly Dividend	10173.40	10.1734	10-May-2019
105544	HDFC Low Duration Fund- Wholesale- Growth	41837.10	41.8371	10-May-2019
151118	HSBC Low Duration Fund - Direct Annual IDCW	10717.10	10.7171	17-Jun-2025
151117	HSBC Low Duration Fund - Direct Growth	30257.20	30.2572	17-Jun-2025
151116	HSBC Low Duration Fund - Direct Monthly IDCW	11098.90	11.0989	17-Jun-2025
151119	HSBC Low Duration Fund - Regular Annual IDCW	10530.00	10.53	17-Jun-2025
151114	HSBC Low Duration Fund - Regular Growth	28669.20	28.6692	17-Jun-2025
151115	HSBC Low Duration Fund - Regular Monthly IDCW	10381.30	10.3813	17-Jun-2025
130900	ICICI Prudential Savings Fund - Bonus	154944.60	154.9446	24-Apr-2020
101618	ICICI Prudential Savings Fund - Daily IDCW	105726.90	105.7269	17-Jun-2025
120397	ICICI Prudential Savings Fund - Direct Plan - Daily IDCW	105735.80	105.7358	17-Jun-2025
122904	ICICI Prudential Savings Fund - Direct Plan - Fortnightly IDCW	101730.60	101.7306	17-Jun-2025
120398	ICICI Prudential Savings Fund - Direct Plan - Growth	551147.30	551.1473	17-Jun-2025
120399	ICICI Prudential Savings Fund - Direct Plan - IDCW Others	184929.40	184.9294	17-Jun-2025
122651	ICICI Prudential Savings Fund - Direct Plan - Monthly IDCW	102008.30	102.0083	17-Jun-2025
122982	ICICI Prudential Savings Fund - Direct Plan - Quarterly IDCW	110788.10	110.7881	17-Jun-2025
120396	ICICI Prudential Savings Fund - Direct Plan - Weekly IDCW	105480.60	105.4806	17-Jun-2025
130952	ICICI Prudential Savings Fund - Direct Plan Bonus	123892.30	123.8923	15-Mar-2017
122748	ICICI Prudential Savings Fund - Fortnightly IDCW	101729.10	101.7291	17-Jun-2025
101619	ICICI Prudential Savings Fund - Growth	543754.50	543.7545	17-Jun-2025
115511	ICICI Prudential Savings Fund - IDCW Others	182257.80	182.2578	17-Jun-2025
122531	ICICI Prudential Savings Fund - Monthly IDCW	102002.70	102.0027	17-Jun-2025
122995	ICICI Prudential Savings Fund - Quarterly IDCW	110530.00	110.5300	17-Jun-2025
101617	ICICI Prudential Savings Fund - Weekly IDCW	105431.50	105.4315	17-Jun-2025
111795	ICICI Prudential Savings Fund Retail Daily Dividend	100119.30	100.1193	24-Apr-2020
111794	ICICI Prudential Savings Fund Retail Growth	220008.10	220.0081	24-Apr-2020
111793	ICICI Prudential Savings Fund Retail Weekly Dividend	100956.00	100.956	24-Apr-2020
105025	Invesco India Low Duration Fund - Daily IDCW (Reinvestment)	1017743.40	1017.7434	17-Jun-2025
120567	Invesco India Low Duration Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	3941422.30	3941.4223	17-Jun-2025
120570	Invesco India Low Duration Fund - Direct Plan - Growth	3939648.60	3939.6486	17-Jun-2025
120571	Invesco India Low Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1088993.90	1088.9939	17-Jun-2025
120568	Invesco India Low Duration Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment)	1205633.80	1205.6338	17-Jun-2025
120566	Invesco India Low Duration Fund - Direct Plan -Daily IDCW (Reinvestment)	1018817.90	1018.8179	17-Jun-2025
115458	Invesco India Low Duration Fund - Discretionary IDCW (Payout / Reinvestment)	3871918.20	3871.9182	17-Jun-2025
104726	Invesco India Low Duration Fund - Growth	3783198.40	3783.1984	17-Jun-2025
104729	Invesco India Low Duration Fund - Monthly IDCW (Payout / Reinvestment)	1378763.20	1378.7632	17-Jun-2025
104728	Invesco India Low Duration Fund - Regular - Growth	3369712.90	3369.7129	17-Jun-2025
104723	Invesco India Low Duration Fund - Regular - Monthly IDCW (Reinvestment)	1358600.90	1358.6009	17-Jun-2025
104722	Invesco India Low Duration Fund - Regular - Weekly IDCW (Reinvestment)	1424016.60	1424.0166	17-Jun-2025
105024	Invesco India Low Duration Fund - Regular Daily IDCW (Reinvestment)	1675995.20	1675.9952	17-Jun-2025
104725	Invesco India Low Duration Fund - Weekly IDCW (Payout / Reinvestment)	1264680.80	1264.6808	17-Jun-2025
143610	JM Low Duration Fund (Direct) - Bonus Option - Principal Units	22913.90	22.9139	17-Jun-2025
143604	JM Low Duration Fund (Direct) - Daily IDCW	10849.50	10.8495	17-Jun-2025
143606	JM Low Duration Fund (Direct) - Fortnightly IDCW	11120.00	11.12	17-Jun-2025
143612	JM Low Duration Fund (Direct) - Growth	38056.20	38.0562	17-Jun-2025
143611	JM Low Duration Fund (Direct) - Weekly IDCW	11450.00	11.45	17-Jun-2025
143603	JM Low Duration Fund (Regular) - Daily IDCW	10818.60	10.8186	17-Jun-2025
143605	JM Low Duration Fund (Regular) - Fortnightly IDCW	11080.00	11.08	17-Jun-2025
143607	JM Low Duration Fund (Regular) - Growth Option	37049.50	37.0495	17-Jun-2025
143608	JM Low Duration Fund (Regular) - Weekly IDCW	11410.00	11.41	17-Jun-2025
143609	JM Low Duration Fund - Bonus Option - Principal Units	22321.40	22.3214	17-Jun-2025
133812	Kotak Low Duration Fund - Direct Plan- Standard Income Distribution cum capital withdrawal option	1548864.10	1548.8641	17-Jun-2025
133810	Kotak Low Duration Fund- Direct Plan- Growth Option	3644786.40	3644.7864	17-Jun-2025
133805	Kotak Low Duration Fund- Regular Plan-Growth Option	3343323.50	3343.3235	17-Jun-2025
133809	Kotak Low Duration Fund- Regular Plan-Standard Income Distribution cum capital withdrawal option	1274379.40	1274.3794	17-Jun-2025
120316	LIC MF Low Duration Fund-Direct Plan-Daily IDCW	10050.00	10.05	17-Jun-2025
120315	LIC MF Low Duration Fund-Direct Plan-Growth	42850.20	42.8502	17-Jun-2025
120317	LIC MF Low Duration Fund-Direct Plan-Monthly IDCW	22379.00	22.379	17-Jun-2025
120318	LIC MF Low Duration Fund-Direct Plan-Weekly IDCW	14926.50	14.9265	17-Jun-2025
111676	LIC MF Low Duration Fund-Regular Plan-Daily IDCW	10718.00	10.718	17-Jun-2025
101830	LIC MF Low Duration Fund-Regular Plan-Growth	39530.70	39.5307	17-Jun-2025
101829	LIC MF Low Duration Fund-Regular Plan-Monthly IDCW	13631.20	13.6312	17-Jun-2025
111675	LIC MF Low Duration Fund-Regular Plan-Weekly IDCW	13573.00	13.573	17-Jun-2025
140617	Mahindra Manulife Low Duration Fund - Direct Plan - Daily IDCW	1178737.00	1178.7370	17-Jun-2025
140619	Mahindra Manulife Low Duration Fund - Direct Plan - Monthly IDCW	1136374.60	1136.3746	17-Jun-2025
140618	Mahindra Manulife Low Duration Fund - Direct Plan - Weekly IDCW	1030132.00	1030.1320	17-Jun-2025
140613	Mahindra Manulife Low Duration Fund - Direct Plan -Growth	1751749.30	1751.7493	17-Jun-2025
140614	Mahindra Manulife Low Duration Fund - Regular Plan - Daily IDCW	1007309.70	1007.3097	17-Jun-2025
140620	Mahindra Manulife Low Duration Fund - Regular Plan - Growth	1633566.90	1633.5669	17-Jun-2025
140616	Mahindra Manulife Low Duration Fund - Regular Plan - Monthly IDCW	1116392.70	1116.3927	17-Jun-2025
140615	Mahindra Manulife Low Duration Fund - Regular Plan - Weekly IDCW	1052308.20	1052.3082	17-Jun-2025
118843	Mirae Asset Low Duration Fund - Direct Plan - Daily IDCW	1208702.70	1208.7027	17-Jun-2025
118840	Mirae Asset Low Duration Fund - Direct Plan - Growth	2457838.50	2457.8385	17-Jun-2025
118841	Mirae Asset Low Duration Fund - Direct Plan - Monthly IDCW	1165096.10	1165.0961	17-Jun-2025
118842	Mirae Asset Low Duration Fund - Direct Plan - Quarterly IDCW	1021916.30	1021.9163	17-Jun-2025
118844	Mirae Asset Low Duration Fund - Direct Plan - Weekly IDCW	1455156.00	1455.1560	17-Jun-2025
107700	Mirae Asset Low Duration Fund - Regular Plan - Daily IDCW	1005164.60	1005.1646	17-Jun-2025
107705	Mirae Asset Low Duration Fund - Regular Plan - Growth	2258633.00	2258.6330	17-Jun-2025
107704	Mirae Asset Low Duration Fund - Regular Plan - Monthly IDCW	1097981.50	1097.9815	17-Jun-2025
107702	Mirae Asset Low Duration Fund - Regular Plan - Quarterly IDCW	1020663.90	1020.6639	17-Jun-2025
107701	Mirae Asset Low Duration Fund - Regular Plan - Weekly IDCW	1107109.80	1107.1098	17-Jun-2025
111747	NIPPON INDIA LOW DURATION FUND - DAILY IDCW Option	1017565.90	1017.5659	17-Jun-2025
118703	NIPPON INDIA LOW DURATION FUND - DIRECT Plan - DAILY IDCW Option	1017656.40	1017.6564	17-Jun-2025
125264	NIPPON INDIA LOW DURATION FUND - DIRECT Plan - IDCW Option	2098422.40	2098.4224	17-Jun-2025
118704	NIPPON INDIA LOW DURATION FUND - DIRECT Plan - MONTHLY IDCW Option	1042797.50	1042.7975	17-Jun-2025
118705	NIPPON INDIA LOW DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option	1039140.20	1039.1402	17-Jun-2025
118706	NIPPON INDIA LOW DURATION FUND - DIRECT Plan - WEEKLY IDCW Option	1017561.50	1017.5615	17-Jun-2025
118702	Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option	2304756.10	2304.7561	17-Jun-2025
118709	Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option	3967588.20	3967.5882	17-Jun-2025
125265	NIPPON INDIA LOW DURATION FUND - IDCW Option	1989301.70	1989.3017	17-Jun-2025
111749	NIPPON INDIA LOW DURATION FUND - MONTHLY IDCW Option	1034692.10	1034.6921	17-Jun-2025
111750	NIPPON INDIA LOW DURATION FUND - QUARTERLY IDCW Option	1037439.10	1037.4391	17-Jun-2025
111744	NIPPON INDIA LOW DURATION FUND - RETAIL Plan - DAILY IDCW Option	1017565.10	1017.5651	17-Jun-2025
111748	Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option	3554144.80	3554.1448	17-Jun-2025
111743	Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option	2648314.70	2648.3147	17-Jun-2025
111751	NIPPON INDIA LOW DURATION FUND - RETAIL Plan - MONTHLY IDCW Option	1036442.20	1036.4422	17-Jun-2025
111752	NIPPON INDIA LOW DURATION FUND - RETAIL Plan - QUARTERLY IDCW Option	1037146.20	1037.1462	17-Jun-2025
111745	NIPPON INDIA LOW DURATION FUND - RETAIL Plan - WEEKLY IDCW Option	1017614.80	1017.6148	17-Jun-2025
111754	NIPPON INDIA LOW DURATION FUND - WEEKLY IDCW Option	1017430.80	1017.4308	17-Jun-2025
111746	Nippon India Low Duration Fund -Growth Plan -Bonus Option	2172872.30	2172.8723	17-Jun-2025
111753	Nippon India Low Duration Fund- Growth Plan - Growth Option	3742370.40	3742.3704	17-Jun-2025
119810	SBI Magnum Low Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1400634.10	1400.6341	17-Jun-2025
119811	SBI Magnum Low Duration Fund - Direct Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	1425120.50	1425.1205	17-Jun-2025
119812	SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - GROWTH	3633395.60	3633.3956	17-Jun-2025
119818	SBI Magnum Low Duration Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1614575.60	1614.5756	17-Jun-2025
119819	SBI Magnum Low Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1402683.80	1402.6838	17-Jun-2025
106213	SBI Magnum Low Duration Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1360867.20	1360.8672	17-Jun-2025
106215	SBI Magnum Low Duration Fund - Regular Plan - Fornightly Income Distribution cum Capital Withdrawal Option (IDCW)	1384688.70	1384.6887	17-Jun-2025
106212	SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH	3493763.50	3493.7635	17-Jun-2025
106216	SBI Magnum Low Duration Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1532301.30	1532.3013	17-Jun-2025
106214	SBI Magnum Low Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1360856.70	1360.8567	17-Jun-2025
106221	SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1361188.90	1361.1889	17-Jun-2025
106217	SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth	3555373.60	3555.3736	17-Jun-2025
106224	SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	N/A	N.A.	04-Sep-2017
106222	SBI Short Horizon Debt Fund - Ultra Short Term Fund- Institutional Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1357810.00	1357.8100	17-Jun-2025
106223	SBI Short Horizon Debt Fund -Ultra Short Term Fund - Institutional Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	N/A	N.A.	04-Sep-2017
149747	Sundaram Low Duration Fund (Formerly Know as Principal Low Duation Fund) Regular Principal Units	1339677.70	1339.6777	17-Jun-2025
149523	Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Daily Income Distribution CUM Capital Withdrawal Option	1009644.90	1009.6449	28-Jun-2024
149526	Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Growth Option	3708052.70	3708.0527	17-Jun-2025
149525	Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option	1109982.60	1109.9826	17-Jun-2025
149524	Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Weekly Income Distribution CUM Capital Withdrawal Option	1006307.30	1006.3073	28-Jun-2024
149520	Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Weekly Income Distribution CUM Capital Withdrawal Option	1010417.10	1010.4171	28-Jun-2024
149522	Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) -Daily Income Distribution CUM Capital Withdrawal Option	1015794.30	1015.7943	28-Jun-2024
149748	Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Direct Fortnightly IDCW	1098039.30	1098.0393	28-Jun-2024
